"Fecha","Año","Trimestre","Mes","Consumo MW","Ratio"
"2011-01-01",2011,1,"January",334072,0.858154165556636
"2011-01-02",2011,1,"January",374485,0.8632953557632158
"2011-01-03",2011,1,"January",439918,0.6911684958934822
"2011-01-04",2011,1,"January",439203,0.716397426421474
"2011-01-05",2011,1,"January",441545,0.6979796599418091
"2011-01-06",2011,1,"January",442481,0.7587801815010998
"2011-01-07",2011,1,"January",451514,0.6439986668257641
"2011-01-08",2011,1,"January",453057,0.7496256737192758
"2011-01-09",2011,1,"January",458260,0.6869034792485389
"2011-01-10",2011,1,"January",477197,0.8238072275159676
"2011-01-11",2011,1,"January",470997,0.6195619153506338
"2011-01-12",2011,1,"January",482935,0.8432108963612821
"2011-01-13",2011,1,"January",480555,0.6422515491488078
"2011-01-14",2011,1,"January",466483,0.6023537029492027
"2011-01-15",2011,1,"January",423402,0.8141764150955593
"2011-01-16",2011,1,"January",402780,0.7382988343861121
"2011-01-17",2011,1,"January",444609,0.8342806173419761
"2011-01-18",2011,1,"January",427424,0.8948676694395244
"2011-01-19",2011,1,"January",422465,0.6013587788839033
"2011-01-20",2011,1,"January",442414,0.6911486892560318
"2011-01-21",2011,1,"January",471023,0.8034634132928755
"2011-01-22",2011,1,"January",469599,0.6443032469615491
"2011-01-23",2011,1,"January",441712,0.6866091586821067
"2011-01-24",2011,1,"January",474027,0.7966682520232128
"2011-01-25",2011,1,"January",434595,0.6527738269688843
"2011-01-26",2011,1,"January",445646,0.7971557000825328
"2011-01-27",2011,1,"January",450264,0.8371964405417762
"2011-01-28",2011,1,"January",439242,0.6869490817874104
"2011-01-29",2011,1,"January",407695,0.6149720305800601
"2011-01-30",2011,1,"January",378149,0.7394966639175009
"2011-01-31",2011,1,"January",438236,0.6869433914855275
"2011-02-01",2011,1,"February",433969,0.8048016629194865
"2011-02-02",2011,1,"February",409026,0.6948896640217368
"2011-02-03",2011,1,"February",458520,0.8080092594432552
"2011-02-04",2011,1,"February",446326,0.6160118119807626
"2011-02-05",2011,1,"February",405436,0.7522905365804294
"2011-02-06",2011,1,"February",387660,0.6867149767312258
"2011-02-07",2011,1,"February",419457,0.6760232501631032
"2011-02-08",2011,1,"February",453032,0.6056876940013833
"2011-02-09",2011,1,"February",484384,0.7142694914724903
"2011-02-10",2011,1,"February",478157,0.8662779930138449
