"Fecha","Año","Trimestre","Mes","Consumo MW","Ratio"
"2012-01-01",2012,1,"January",345537,0.7555538284234663
"2012-01-02",2012,1,"January",405191,0.6205331886009271
"2012-01-03",2012,1,"January",472496,0.7576249401702408
"2012-01-04",2012,1,"January",464579,0.8594554482781581
"2012-01-05",2012,1,"January",418765,0.716382682175758
"2012-01-06",2012,1,"January",390828,0.7194443306877016
"2012-01-07",2012,1,"January",355233,0.8775331746635158
"2012-01-08",2012,1,"January",366589,0.6585654094265597
"2012-01-09",2012,1,"January",406768,0.8394074951248555
"2012-01-10",2012,1,"January",404916,0.8243271765904276
"2012-01-11",2012,1,"January",407922,0.8667342841389478
"2012-01-12",2012,1,"January",398883,0.7039770083253339
"2012-01-13",2012,1,"January",471171,0.8899591684449587
"2012-01-14",2012,1,"January",434774,0.8853441387388535
"2012-01-15",2012,1,"January",415714,0.6401111331416707
"2012-01-16",2012,1,"January",439084,0.7782293493630742
"2012-01-17",2012,1,"January",391937,0.7692156932578909
"2012-01-18",2012,1,"January",426524,0.8463416580364392
"2012-01-19",2012,1,"January",453622,0.6062550010392705
"2012-01-20",2012,1,"January",441859,0.7997818440367493
"2012-01-21",2012,1,"January",408573,0.79867480625009
"2012-01-22",2012,1,"January",392924,0.7980728251115449
"2012-01-23",2012,1,"January",393618,0.7894382583141399
"2012-01-24",2012,1,"January",396809,0.7137369244038273
"2012-01-25",2012,1,"January",406874,0.8796266553478843
"2012-01-26",2012,1,"January",397205,0.6064200429193418
"2012-01-27",2012,1,"January",383652,0.6265869903292359
"2012-01-28",2012,1,"January",385689,0.7575626548339736
"2012-01-29",2012,1,"January",386847,0.6276264441586129
"2012-01-30",2012,1,"January",414383,0.8156177083427044
"2012-01-31",2012,1,"January",381247,0.6392536847963051
"2012-02-01",2012,1,"February",363858,0.6018153985225166
"2012-02-02",2012,1,"February",371931,0.7819670909403792
"2012-02-03",2012,1,"February",388443,0.6264748233851144
"2012-02-04",2012,1,"February",369175,0.8805898533064683
"2012-02-05",2012,1,"February",353906,0.6658624851215016
"2012-02-06",2012,1,"February",403244,0.7901518976300872
"2012-02-07",2012,1,"February",405731,0.7495976968881205
"2012-02-08",2012,1,"February",420977,0.6573187389150124
"2012-02-09",2012,1,"February",426816,0.8086048571365877
"2012-02-10",2012,1,"February",430222,0.6673671752855821
"2012-02-11",2012,1,"February",432403,0.6336125758408105
"2012-02-12",2012,1,"February",437531,0.7267079086147112
"2012-02-13",2012,1,"February",441650,0.8941997219118822
"2012-02-14",2012,1,"February",420918,0.8309549466412993
"2012-02-15",2012,1,"February",393635,0.8683883001586133
"2012-02-16",2012,1,"February",385287,0.768541976566836
"2012-02-17",2012,1,"February",378236,0.8327832270841028
"2012-02-18",2012,1,"February",361044,0.8098855514338379
"2012-02-19",2012,1,"February",370960,0.8632589764610797
"2012-02-20",2012,1,"February",405789,0.8320951943393028
"2012-02-21",2012,1,"February",408504,0.6961930969211926
"2012-02-22",2012,1,"February",380373,0.7292303422520864
"2012-02-23",2012,1,"February",372149,0.8002466127341172
"2012-02-24",2012,1,"February",372861,0.7581041719025083
"2012-02-25",2012,1,"February",392726,0.6086912966006108
"2012-02-26",2012,1,"February",374073,0.7696343233904093
