"Fecha","Año","Trimestre","Mes","Consumo MW","Ratio"
"2004-10-01",2004,4,"October",328544,0.6648842053583132
"2004-10-02",2004,4,"October",311997,0.7588740605201499
"2004-10-03",2004,4,"October",293450,0.8714570220557561
"2004-10-04",2004,4,"October",343417,0.6453046915809798
"2004-10-05",2004,4,"October",346553,0.7180307953269591
"2004-10-06",2004,4,"October",346195,0.8400440433161318
"2004-10-07",2004,4,"October",346786,0.8120970818888036
"2004-10-08",2004,4,"October",344408,0.7022970738985584
"2004-10-09",2004,4,"October",310429,0.7773435805931839
"2004-10-10",2004,4,"October",294249,0.7577593800822331
"2004-10-11",2004,4,"October",343194,0.7818798092361037
"2004-10-12",2004,4,"October",350758,0.8383663063860629
"2004-10-13",2004,4,"October",346906,0.602009712612837
"2004-10-14",2004,4,"October",347616,0.7825890156987159
"2004-10-15",2004,4,"October",348881,0.8715511235880544
"2004-10-16",2004,4,"October",326465,0.8462773447256016
"2004-10-17",2004,4,"October",314364,0.6667020928271357
"2004-10-18",2004,4,"October",370216,0.7740495895643287
"2004-10-19",2004,4,"October",355375,0.8764540715424483
"2004-10-20",2004,4,"October",348466,0.6812291565885852
"2004-10-21",2004,4,"October",345066,0.6085520388967339
"2004-10-22",2004,4,"October",343467,0.8963280719349218
"2004-10-23",2004,4,"October",318119,0.8810014198365854
"2004-10-24",2004,4,"October",298528,0.6140773741793533
"2004-10-25",2004,4,"October",347439,0.7491219520533784
"2004-10-26",2004,4,"October",351691,0.6090044147906928
"2004-10-27",2004,4,"October",346772,0.7181483567853378
"2004-10-28",2004,4,"October",343864,0.8595569523667376
"2004-10-29",2004,4,"October",342247,0.6913779632174102
"2004-10-30",2004,4,"October",310183,0.7327742261727622
"2004-10-31",2004,4,"October",283428,0.7991243064642276
"2004-11-01",2004,4,"November",343730,0.7675060120054397
"2004-11-02",2004,4,"November",350023,0.6132252963741629
"2004-11-03",2004,4,"November",351589,0.8825185647972683
"2004-11-04",2004,4,"November",360449,0.871966913266526
"2004-11-05",2004,4,"November",358413,0.6680859141281451
"2004-11-06",2004,4,"November",333626,0.6211134281164331
"2004-11-07",2004,4,"November",310646,0.8721359722604147
"2004-11-08",2004,4,"November",363449,0.6276944066679554
"2004-11-09",2004,4,"November",390415,0.851009453970011
"2004-11-10",2004,4,"November",385039,0.6139677227874047
"2004-11-11",2004,4,"November",375946,0.8290088585262902
"2004-11-12",2004,4,"November",373488,0.6550544369853465
"2004-11-13",2004,4,"November",347094,0.7466192576084749
"2004-11-14",2004,4,"November",345870,0.8902455736349506
"2004-11-15",2004,4,"November",386507,0.647401021033983
"2004-11-16",2004,4,"November",379207,0.8979807320666309
"2004-11-17",2004,4,"November",369128,0.6535543797158087
"2004-11-18",2004,4,"November",363325,0.6844986410625054
"2004-11-19",2004,4,"November",353355,0.6801558817283033
"2004-11-20",2004,4,"November",320367,0.7361595069940109
"2004-11-21",2004,4,"November",311510,0.6380667213647947
"2004-11-22",2004,4,"November",356843,0.685439291948293
"2004-11-23",2004,4,"November",357029,0.6755129255408211
"2004-11-24",2004,4,"November",357410,0.64059586596402
"2004-11-25",2004,4,"November",318622,0.7083374310705951
"2004-11-26",2004,4,"November",346471,0.8290069864379611
"2004-11-27",2004,4,"November",338821,0.8889240595222194
"2004-11-28",2004,4,"November",340210,0.6041802142258655
"2004-11-29",2004,4,"November",396844,0.7637933069502085
"2004-11-30",2004,4,"November",392491,0.866434679265847
"2004-12-01",2004,4,"December",387942,0.8698700580288541
"2004-12-02",2004,4,"December",406903,0.7472546756077085
"2004-12-03",2004,4,"December",398031,0.619423191058817
"2004-12-04",2004,4,"December",374692,0.7073152311345277
"2004-12-05",2004,4,"December",348679,0.7236769687937651
"2004-12-06",2004,4,"December",384356,0.7981794619866975
"2004-12-07",2004,4,"December",370514,0.7050944095472039
"2004-12-08",2004,4,"December",374612,0.8376678390933511
"2004-12-09",2004,4,"December",395409,0.6483324754117917
"2004-12-10",2004,4,"December",376503,0.8488993243428608
"2004-12-11",2004,4,"December",370583,0.7398691424111846
"2004-12-12",2004,4,"December",367592,0.7130043965089794
"2004-12-13",2004,4,"December",423812,0.8463023548195898
"2004-12-14",2004,4,"December",450103,0.6855099289346626
"2004-12-15",2004,4,"December",449526,0.8813208569435018
"2004-12-16",2004,4,"December",442765,0.826395948030836
"2004-12-17",2004,4,"December",415679,0.6113468733083594
"2004-12-18",2004,4,"December",399082,0.6938242792956312
"2004-12-19",2004,4,"December",412499,0.8498507020701725
"2004-12-20",2004,4,"December",500753,0.6515390517968238
"2004-12-21",2004,4,"December",447715,0.7903371568320697
"2004-12-22",2004,4,"December",417517,0.7399391035857861
"2004-12-23",2004,4,"December",393186,0.6280039038044224
"2004-12-24",2004,4,"December",395302,0.860822218752552
"2004-12-25",2004,4,"December",392990,0.620071642899541
"2004-12-26",2004,4,"December",385755,0.6258012877641368
"2004-12-27",2004,4,"December",440413,0.6347861975809933
"2004-12-28",2004,4,"December",434784,0.8183923039143194
"2004-12-29",2004,4,"December",390743,0.6390924575881913
"2004-12-30",2004,4,"December",365830,0.6197742562345877
"2004-12-31",2004,4,"December",338594,0.7749802125342069
