"Fecha","Año","Trimestre","Mes","Consumo MW","Ratio"
"2016-01-01",2016,1,"January",338054,0.7764473945039405
"2016-01-02",2016,1,"January",347618,0.6065785120672569
"2016-01-03",2016,1,"January",350918,0.6233137357658931
"2016-01-04",2016,1,"January",404792,0.7468900709314117
"2016-01-05",2016,1,"January",430763,0.8938237552553854
"2016-01-06",2016,1,"January",422637,0.8811904572870828
"2016-01-07",2016,1,"January",399274,0.715738228170671
"2016-01-08",2016,1,"January",381012,0.78384884124366
"2016-01-09",2016,1,"January",329209,0.6333631284138131
"2016-01-10",2016,1,"January",350176,0.81328598593421
"2016-01-11",2016,1,"January",441759,0.6123866204957248
"2016-01-12",2016,1,"January",436782,0.812709701551086
"2016-01-13",2016,1,"January",457069,0.8490130064359962
"2016-01-14",2016,1,"January",402024,0.8401472174959562
"2016-01-15",2016,1,"January",384119,0.733393491311888
"2016-01-16",2016,1,"January",358621,0.8777743899427983
"2016-01-17",2016,1,"January",383508,0.6173538546282793
"2016-01-18",2016,1,"January",476334,0.8705418006932206
"2016-01-19",2016,1,"January",489079,0.8364189850402626
"2016-01-20",2016,1,"January",477187,0.6440977406185838
"2016-01-21",2016,1,"January",445291,0.8361342761932128
"2016-01-22",2016,1,"January",450922,0.7520080531020095
"2016-01-23",2016,1,"January",417598,0.6526839485003797
"2016-01-24",2016,1,"January",400107,0.8022728441857956
"2016-01-25",2016,1,"January",413511,0.6978061694530757
"2016-01-26",2016,1,"January",391779,0.813140115303596
"2016-01-27",2016,1,"January",400155,0.898005113279434
"2016-01-28",2016,1,"January",413295,0.6482162001331305
"2016-01-29",2016,1,"January",396888,0.8380598727799411
"2016-01-30",2016,1,"January",358283,0.6808731329743553
"2016-01-31",2016,1,"January",321232,0.7588302300452703
"2016-02-01",2016,1,"February",347956,0.8379528704219948
"2016-02-02",2016,1,"February",362116,0.8593593419357661
"2016-02-03",2016,1,"February",342200,0.8727683864490073
"2016-02-04",2016,1,"February",381431,0.853273244210094
"2016-02-05",2016,1,"February",394107,0.8174016476065009
"2016-02-06",2016,1,"February",365297,0.8294772882969352
"2016-02-07",2016,1,"February",351949,0.8642984571642338
"2016-02-08",2016,1,"February",392102,0.8671494190675881
"2016-02-09",2016,1,"February",432286,0.8271601972489615
"2016-02-10",2016,1,"February",460725,0.7550303405481317
"2016-02-11",2016,1,"February",459531,0.8311323907495332
"2016-02-12",2016,1,"February",446831,0.8650105360435394
"2016-02-13",2016,1,"February",423031,0.6822902148640164
"2016-02-14",2016,1,"February",432296,0.7300142030234472
"2016-02-15",2016,1,"February",419735,0.7664208344135728
"2016-02-16",2016,1,"February",405300,0.8761800155977806
"2016-02-17",2016,1,"February",397178,0.7271026063320878
"2016-02-18",2016,1,"February",393974,0.8593388062243832
"2016-02-19",2016,1,"February",370700,0.8730812112109156
"2016-02-20",2016,1,"February",306591,0.8557880928879007
"2016-02-21",2016,1,"February",303605,0.7649426023751966
"2016-02-22",2016,1,"February",354255,0.6573634763368317
"2016-02-23",2016,1,"February",360303,0.8310828686042433
"2016-02-24",2016,1,"February",361697,0.7208069543174078
"2016-02-25",2016,1,"February",395262,0.8629749501462889
"2016-02-26",2016,1,"February",399744,0.6214320745732046
"2016-02-27",2016,1,"February",350182,0.6397322415552111
"2016-02-28",2016,1,"February",317609,0.7610859377863539
"2016-02-29",2016,1,"February",335196,0.731969052291969
"2016-03-01",2016,1,"March",356570,0.8804081599838931
"2016-03-02",2016,1,"March",387670,0.6349579899108008
"2016-03-03",2016,1,"March",412232,0.6253866223008396
"2016-03-04",2016,1,"March",391027,0.6810841339549096
"2016-03-05",2016,1,"March",355228,0.8182101533863123
"2016-03-06",2016,1,"March",333035,0.681596181610743
"2016-03-07",2016,1,"March",353712,0.7824180483402083
"2016-03-08",2016,1,"March",329457,0.8476543840717587
"2016-03-09",2016,1,"March",323396,0.87234648900049
"2016-03-10",2016,1,"March",324040,0.6406754233683475
"2016-03-11",2016,1,"March",314439,0.7568718320534656
"2016-03-12",2016,1,"March",289759,0.8019741290810726
"2016-03-13",2016,1,"March",273465,0.6679791464333462
"2016-03-14",2016,1,"March",319802,0.6671181718608765
"2016-03-15",2016,1,"March",319245,0.7720487971786121
"2016-03-16",2016,1,"March",317071,0.6057710052455275
"2016-03-17",2016,1,"March",322190,0.6589604804570897
"2016-03-18",2016,1,"March",322243,0.7112249462972825
"2016-03-19",2016,1,"March",314133,0.6251327652894804
"2016-03-20",2016,1,"March",322086,0.7884043237900913
"2016-03-21",2016,1,"March",356309,0.7546569084707636
"2016-03-22",2016,1,"March",343546,0.7080937019862641
"2016-03-23",2016,1,"March",317424,0.8525274370357546
"2016-03-24",2016,1,"March",318033,0.8001294458381139
"2016-03-25",2016,1,"March",304232,0.8102946330531586
"2016-03-26",2016,1,"March",288818,0.8040130845824945
"2016-03-27",2016,1,"March",270226,0.6541388514577231
"2016-03-28",2016,1,"March",313381,0.826946614544211
"2016-03-29",2016,1,"March",327032,0.7253667580922794
"2016-03-30",2016,1,"March",333517,0.8592896316247646
"2016-03-31",2016,1,"March",316533,0.6433294052582305
"2016-04-01",2016,2,"April",307295,0.7974383717075308
"2016-04-02",2016,2,"April",298948,0.8007621827724456
"2016-04-03",2016,2,"April",312730,0.8241266299221057
"2016-04-04",2016,2,"April",332659,0.8415467138209601
"2016-04-05",2016,2,"April",352429,0.7961485028884644
"2016-04-06",2016,2,"April",352060,0.6708945056196775
"2016-04-07",2016,2,"April",342289,0.8895030724051657
"2016-04-08",2016,2,"April",348112,0.8479525851050119
"2016-04-09",2016,2,"April",345202,0.6519609210580662
"2016-04-10",2016,2,"April",334659,0.7108309386053641
"2016-04-11",2016,2,"April",328000,0.8130525266882028
"2016-04-12",2016,2,"April",325129,0.6840518739576616
"2016-04-13",2016,2,"April",332733,0.8014785647761069
"2016-04-14",2016,2,"April",328580,0.8184212089564737
"2016-04-15",2016,2,"April",313509,0.8199420539225
"2016-04-16",2016,2,"April",281169,0.8133214001295843
"2016-04-17",2016,2,"April",277566,0.8274023511308929
"2016-04-18",2016,2,"April",322290,0.771426471024049
"2016-04-19",2016,2,"April",318719,0.7787511064156233
"2016-04-20",2016,2,"April",316969,0.7358388718780134
"2016-04-21",2016,2,"April",314156,0.7719100090972683
"2016-04-22",2016,2,"April",306104,0.659648201387894
"2016-04-23",2016,2,"April",272807,0.6523504576607075
"2016-04-24",2016,2,"April",274349,0.6579117749246997
"2016-04-25",2016,2,"April",314740,0.7250350660040471
"2016-04-26",2016,2,"April",326968,0.7920571174305927
"2016-04-27",2016,2,"April",314339,0.7237810887798437
"2016-04-28",2016,2,"April",321828,0.8367062759425024
"2016-04-29",2016,2,"April",309637,0.7880456831271896
"2016-04-30",2016,2,"April",282113,0.7789220702070214
"2016-05-01",2016,2,"May",279519,0.6971330850257511
"2016-05-02",2016,2,"May",312125,0.6998761495113098
"2016-05-03",2016,2,"May",311515,0.8118236130999696
"2016-05-04",2016,2,"May",311782,0.7889389697238892
"2016-05-05",2016,2,"May",320114,0.67342457810452
"2016-05-06",2016,2,"May",309989,0.7401916570177145
"2016-05-07",2016,2,"May",278536,0.8102430735041121
"2016-05-08",2016,2,"May",268106,0.7813596755740779
"2016-05-09",2016,2,"May",312952,0.7014806180903681
"2016-05-10",2016,2,"May",320043,0.885168471375759
"2016-05-11",2016,2,"May",321067,0.8485496707523483
"2016-05-12",2016,2,"May",328967,0.713120902099613
"2016-05-13",2016,2,"May",308578,0.70381208222077
"2016-05-14",2016,2,"May",280212,0.7416965894542242
"2016-05-15",2016,2,"May",279234,0.7067393072071655
"2016-05-16",2016,2,"May",316807,0.8209731336129205
"2016-05-17",2016,2,"May",313974,0.7774946071609158
"2016-05-18",2016,2,"May",312128,0.8156692143290658
"2016-05-19",2016,2,"May",312948,0.8179370670654011
"2016-05-20",2016,2,"May",306095,0.7786095362653206
"2016-05-21",2016,2,"May",280069,0.6700474776822744
"2016-05-22",2016,2,"May",270643,0.8066116788865731
"2016-05-23",2016,2,"May",315617,0.8817761435935604
"2016-05-24",2016,2,"May",331085,0.7287948352703227
"2016-05-25",2016,2,"May",340311,0.830312525399439
"2016-05-26",2016,2,"May",356753,0.6773103526627218
"2016-05-27",2016,2,"May",363789,0.6527767451289778
"2016-05-28",2016,2,"May",335459,0.8904942558293845
"2016-05-29",2016,2,"May",312272,0.8343330420356053
"2016-05-30",2016,2,"May",322392,0.898441545329765
"2016-05-31",2016,2,"May",370428,0.8037249932578702
"2016-06-01",2016,2,"June",378111,0.641002416001425
"2016-06-02",2016,2,"June",375054,0.8862327027463343
"2016-06-03",2016,2,"June",370893,0.6682003934190184
"2016-06-04",2016,2,"June",330462,0.8640518221109766
"2016-06-05",2016,2,"June",313644,0.6730722251602752
"2016-06-06",2016,2,"June",353034,0.6940944413870687
"2016-06-07",2016,2,"June",340383,0.7069298018054126
"2016-06-08",2016,2,"June",316872,0.8332118921878298
"2016-06-09",2016,2,"June",326194,0.7270437969807585
"2016-06-10",2016,2,"June",353525,0.8208393805424186
"2016-06-11",2016,2,"June",372964,0.7267493281951041
"2016-06-12",2016,2,"June",355876,0.7690625142393119
"2016-06-13",2016,2,"June",355908,0.6979733590720119
"2016-06-14",2016,2,"June",365639,0.8101057269102453
"2016-06-15",2016,2,"June",389928,0.8761840910824141
"2016-06-16",2016,2,"June",388607,0.7512425250939658
"2016-06-17",2016,2,"June",364242,0.6177621547876956
"2016-06-18",2016,2,"June",338753,0.6871276767440311
"2016-06-19",2016,2,"June",337069,0.8597936832947048
"2016-06-20",2016,2,"June",399111,0.6195512137757242
"2016-06-21",2016,2,"June",392826,0.7122853372130953
"2016-06-22",2016,2,"June",359391,0.7346143358238791
"2016-06-23",2016,2,"June",374393,0.632801077714144
"2016-06-24",2016,2,"June",366697,0.6873272129764405
"2016-06-25",2016,2,"June",351397,0.6335209134436413
"2016-06-26",2016,2,"June",365553,0.7436286047823155
"2016-06-27",2016,2,"June",406553,0.8707215028246194
"2016-06-28",2016,2,"June",380789,0.7298274274087923
"2016-06-29",2016,2,"June",352009,0.8666786050443973
"2016-06-30",2016,2,"June",350655,0.8394661013104632
"2016-07-01",2016,3,"July",346853,0.8139914132535555
"2016-07-02",2016,3,"July",303255,0.8476059051622438
"2016-07-03",2016,3,"July",281859,0.6123287856230578
"2016-07-04",2016,3,"July",289152,0.8825340656004118
"2016-07-05",2016,3,"July",366755,0.6875973273208662
"2016-07-06",2016,3,"July",389885,0.604892799583563
"2016-07-07",2016,3,"July",393465,0.8435313703467009
"2016-07-08",2016,3,"July",390616,0.8442302445534309
"2016-07-09",2016,3,"July",348572,0.895704786404901
"2016-07-10",2016,3,"July",337873,0.6429732115755198
"2016-07-11",2016,3,"July",398667,0.8379647333982179
"2016-07-12",2016,3,"July",413841,0.6578218352203001
"2016-07-13",2016,3,"July",420785,0.6912872260190106
"2016-07-14",2016,3,"July",407200,0.7685661313608347
"2016-07-15",2016,3,"July",396117,0.7850546041985889
"2016-07-16",2016,3,"July",347435,0.7443243623040003
"2016-07-17",2016,3,"July",353903,0.8207548927091828
"2016-07-18",2016,3,"July",412719,0.8172033545416248
"2016-07-19",2016,3,"July",415448,0.8681029870984864
"2016-07-20",2016,3,"July",409435,0.8133806014834761
"2016-07-21",2016,3,"July",414515,0.8435837620692666
"2016-07-22",2016,3,"July",415553,0.6916083456322576
"2016-07-23",2016,3,"July",410572,0.7214170464246806
"2016-07-24",2016,3,"July",407426,0.8391394636218494
"2016-07-25",2016,3,"July",445637,0.7269444355220407
"2016-07-26",2016,3,"July",428597,0.7750752099981502
"2016-07-27",2016,3,"July",422415,0.7624380373475131
"2016-07-28",2016,3,"July",408121,0.6111349203253563
"2016-07-29",2016,3,"July",396021,0.7153310426882178
"2016-07-30",2016,3,"July",367857,0.6198475238610105
"2016-07-31",2016,3,"July",366856,0.8988701931624765
"2016-08-01",2016,3,"August",410356,0.8601649216791729
"2016-08-02",2016,3,"August",414733,0.6751901448730354
"2016-08-03",2016,3,"August",418489,0.7104972950617663
"2016-08-04",2016,3,"August",422184,0.8108096449818176
"2016-08-05",2016,3,"August",423078,0.8591702525159532
"2016-08-06",2016,3,"August",385988,0.7145496575518286
"2016-08-07",2016,3,"August",356181,0.7023038578858568
"2016-08-08",2016,3,"August",390745,0.6078733112512907
"2016-08-09",2016,3,"August",416957,0.8991135105013577
"2016-08-10",2016,3,"August",431561,0.6776477426807495
"2016-08-11",2016,3,"August",451348,0.7346327600654146
"2016-08-12",2016,3,"August",453654,0.6613278241472844
"2016-08-13",2016,3,"August",415169,0.639857942286023
"2016-08-14",2016,3,"August",374473,0.6145617289471654
"2016-08-15",2016,3,"August",399877,0.7193146956025174
"2016-08-16",2016,3,"August",409158,0.6112184257990959
"2016-08-17",2016,3,"August",399285,0.8360463925338266
"2016-08-18",2016,3,"August",403068,0.7258369973748566
"2016-08-19",2016,3,"August",402047,0.6040243940065445
"2016-08-20",2016,3,"August",368283,0.8484978656287943
"2016-08-21",2016,3,"August",339465,0.6379802048939082
"2016-08-22",2016,3,"August",357764,0.7821158903985431
"2016-08-23",2016,3,"August",365061,0.7106595285305135
"2016-08-24",2016,3,"August",376490,0.7721553256307594
"2016-08-25",2016,3,"August",429018,0.6674981240902756
"2016-08-26",2016,3,"August",431482,0.8187666533484368
"2016-08-27",2016,3,"August",397055,0.6487196255250026
"2016-08-28",2016,3,"August",388932,0.721345311006022
"2016-08-29",2016,3,"August",420985,0.7688551812476074
"2016-08-30",2016,3,"August",413518,0.7055122831750655
"2016-08-31",2016,3,"August",406980,0.7036849749096628
"2016-09-01",2016,3,"September",370700,0.6825165687362804
"2016-09-02",2016,3,"September",340165,0.8346016339788204
"2016-09-03",2016,3,"September",305640,0.6910594945207416
"2016-09-04",2016,3,"September",306428,0.6003955238809207
"2016-09-05",2016,3,"September",331832,0.8715409759830668
"2016-09-06",2016,3,"September",404384,0.8064618673570902
"2016-09-07",2016,3,"September",431090,0.8227275706795594
"2016-09-08",2016,3,"September",431329,0.7414297940890127
"2016-09-09",2016,3,"September",409511,0.8908424653672858
"2016-09-10",2016,3,"September",378551,0.7512132647130204
"2016-09-11",2016,3,"September",322234,0.7410773140226448
"2016-09-12",2016,3,"September",351463,0.820483790991908
"2016-09-13",2016,3,"September",367593,0.7615259334849485
"2016-09-14",2016,3,"September",364287,0.7115651600156689
"2016-09-15",2016,3,"September",349713,0.7495399170747208
"2016-09-16",2016,3,"September",358850,0.6107498919750776
"2016-09-17",2016,3,"September",344431,0.8305061103073569
"2016-09-18",2016,3,"September",329967,0.6320377153752392
"2016-09-19",2016,3,"September",372759,0.8590459107041826
"2016-09-20",2016,3,"September",375647,0.8282957758219853
"2016-09-21",2016,3,"September",372387,0.8526365191058436
"2016-09-22",2016,3,"September",378656,0.6598408398964944
"2016-09-23",2016,3,"September",383382,0.8076540195534432
"2016-09-24",2016,3,"September",338878,0.7704433085986824
"2016-09-25",2016,3,"September",317374,0.6478383391464344
