"Fecha","Año","Trimestre","Mes","Consumo MW","Ratio"
"2006-01-01",2006,1,"January",348838,0.6209478385078118
"2006-01-02",2006,1,"January",360979,0.629746760289056
"2006-01-03",2006,1,"January",388440,0.6732573782114325
"2006-01-04",2006,1,"January",389390,0.8920571527474481
"2006-01-05",2006,1,"January",408358,0.8031535569605384
"2006-01-06",2006,1,"January",431726,0.7496492187046897
"2006-01-07",2006,1,"January",407393,0.7011090051879285
"2006-01-08",2006,1,"January",370067,0.8425196321345071
"2006-01-09",2006,1,"January",387682,0.6647323898389048
"2006-01-10",2006,1,"January",398395,0.8442797002217501
"2006-01-11",2006,1,"January",388405,0.8754560323607276
"2006-01-12",2006,1,"January",397572,0.7925538883714062
"2006-01-13",2006,1,"January",386520,0.6951454027572697
"2006-01-14",2006,1,"January",395799,0.8643002693390587
"2006-01-15",2006,1,"January",384663,0.8326305142957899
"2006-01-16",2006,1,"January",412237,0.646052840603436
"2006-01-17",2006,1,"January",400122,0.7301591361643749
"2006-01-18",2006,1,"January",433470,0.7490856898644845
"2006-01-19",2006,1,"January",415599,0.6197719336035886
"2006-01-20",2006,1,"January",382507,0.6194990734870138
"2006-01-21",2006,1,"January",355687,0.8995994751626262
"2006-01-22",2006,1,"January",371655,0.793227320718125
"2006-01-23",2006,1,"January",402586,0.7800810914337499
"2006-01-24",2006,1,"January",412101,0.7459686910833468
"2006-01-25",2006,1,"January",430900,0.8501056232629728
"2006-01-26",2006,1,"January",431851,0.8880370128530715
"2006-01-27",2006,1,"January",423470,0.713074030379721
"2006-01-28",2006,1,"January",357557,0.7541352791580448
"2006-01-29",2006,1,"January",335489,0.8428839252655299
"2006-01-30",2006,1,"January",384415,0.7380510519972483
"2006-01-31",2006,1,"January",415045,0.7098359137975401
"2006-02-01",2006,1,"February",411584,0.6222737836616997
"2006-02-02",2006,1,"February",398624,0.8264618566606773
"2006-02-03",2006,1,"February",381134,0.7525340175762185
"2006-02-04",2006,1,"February",377256,0.7632749732974197
"2006-02-05",2006,1,"February",402668,0.6072644171501438
"2006-02-06",2006,1,"February",436134,0.7844418576855527
"2006-02-07",2006,1,"February",438578,0.611982727690196
"2006-02-08",2006,1,"February",436268,0.6533763590052525
"2006-02-09",2006,1,"February",447289,0.7485965663222933
"2006-02-10",2006,1,"February",433006,0.8582552936678867
"2006-02-11",2006,1,"February",402222,0.6096301226237674
"2006-02-12",2006,1,"February",398679,0.7074561027004138
"2006-02-13",2006,1,"February",451697,0.747372705145929
"2006-02-14",2006,1,"February",429076,0.6449163315508045
"2006-02-15",2006,1,"February",404210,0.6679491852359878
"2006-02-16",2006,1,"February",383585,0.8354149926641834
"2006-02-17",2006,1,"February",392269,0.8203122956900178
"2006-02-18",2006,1,"February",425126,0.6697758443573074
"2006-02-19",2006,1,"February",431750,0.6301568356459746
"2006-02-20",2006,1,"February",443250,0.8399924809381936
"2006-02-21",2006,1,"February",423670,0.828755699015319
"2006-02-22",2006,1,"February",414933,0.6342753480647773
"2006-02-23",2006,1,"February",401053,0.6267178404471316
"2006-02-24",2006,1,"February",407845,0.8020205961708119
"2006-02-25",2006,1,"February",373407,0.6826680648308344
"2006-02-26",2006,1,"February",386402,0.7387008636011471
"2006-02-27",2006,1,"February",435404,0.6168487275093107
"2006-02-28",2006,1,"February",402052,0.6406778531107635
"2006-03-01",2006,1,"March",389386,0.8196432669713312
"2006-03-02",2006,1,"March",384306,0.6799368648952782
"2006-03-03",2006,1,"March",415885,0.6050216795468166
"2006-03-04",2006,1,"March",394652,0.6487431408665983
"2006-03-05",2006,1,"March",372974,0.658907790818618
"2006-03-06",2006,1,"March",412950,0.8242201565193499
"2006-03-07",2006,1,"March",411752,0.6324684556260908
"2006-03-08",2006,1,"March",407145,0.6028496703982736
"2006-03-09",2006,1,"March",379094,0.7303246263107579
"2006-03-10",2006,1,"March",361214,0.7548937926819709
"2006-03-11",2006,1,"March",337331,0.8436842780281946
"2006-03-12",2006,1,"March",311747,0.7487388158379638
"2006-03-13",2006,1,"March",352736,0.6783972112426989
