"Fecha","Año","Trimestre","Mes","Consumo MW","Ratio"
"2005-01-01",2005,1,"January",311897,0.6482209121607283
"2005-01-02",2005,1,"January",322712,0.8745018383788552
"2005-01-03",2005,1,"January",363937,0.8622044027832625
"2005-01-04",2005,1,"January",374003,0.7634618837157048
"2005-01-05",2005,1,"January",389445,0.6771708096122353
"2005-01-06",2005,1,"January",374851,0.6037785223454005
"2005-01-07",2005,1,"January",389679,0.8459874734595829
"2005-01-08",2005,1,"January",363338,0.8245168654297765
"2005-01-09",2005,1,"January",349828,0.6530623271875914
"2005-01-10",2005,1,"January",390332,0.8915941801654182
"2005-01-11",2005,1,"January",394250,0.7721349818673745
"2005-01-12",2005,1,"January",368065,0.6661569278048799
"2005-01-13",2005,1,"January",360620,0.8377397652778693
"2005-01-14",2005,1,"January",400007,0.6016297841932721
"2005-01-15",2005,1,"January",397533,0.8803406121625132
"2005-01-16",2005,1,"January",400928,0.6294363723641438
"2005-01-17",2005,1,"January",480699,0.7751378129491242
"2005-01-18",2005,1,"January",499350,0.8833920536466585
"2005-01-19",2005,1,"January",477819,0.8545466499902494
"2005-01-20",2005,1,"January",448482,0.8127684308320627
"2005-01-21",2005,1,"January",453776,0.8343479235591555
"2005-01-22",2005,1,"January",439113,0.7340298383258761
"2005-01-23",2005,1,"January",462987,0.803510338544197
"2005-01-24",2005,1,"January",495527,0.8712416650587795
"2005-01-25",2005,1,"January",440343,0.8276847585470841
"2005-01-26",2005,1,"January",423651,0.7351505347431211
"2005-01-27",2005,1,"January",457276,0.8163703430312709
"2005-01-28",2005,1,"January",467588,0.7909363948840448
"2005-01-29",2005,1,"January",423902,0.8037525697556369
"2005-01-30",2005,1,"January",386106,0.8646364720769308
"2005-01-31",2005,1,"January",427070,0.893213113436198
"2005-02-01",2005,1,"February",426925,0.8382410824152806
"2005-02-02",2005,1,"February",436545,0.7155116141634591
"2005-02-03",2005,1,"February",411274,0.7834613484180473
"2005-02-04",2005,1,"February",410829,0.6506393020477969
"2005-02-05",2005,1,"February",372899,0.6841687487156691
