"Fecha","Año","Trimestre","Mes","Consumo MW","Ratio"
"2008-01-01",2008,1,"January",398339,0.8953912899837777
"2008-01-02",2008,1,"January",498796,0.6695157807846575
"2008-01-03",2008,1,"January",506007,0.8200405738187218
"2008-01-04",2008,1,"January",485169,0.7504628553419304
"2008-01-05",2008,1,"January",422258,0.6606118589259186
"2008-01-06",2008,1,"January",364683,0.8908301002531591
"2008-01-07",2008,1,"January",380332,0.6529891915156352
"2008-01-08",2008,1,"January",382776,0.6237310797260269
"2008-01-09",2008,1,"January",384699,0.7503252369732701
"2008-01-10",2008,1,"January",423495,0.8945324211788983
"2008-01-11",2008,1,"January",407321,0.6148656627909542
"2008-01-12",2008,1,"January",385182,0.7626391071477546
"2008-01-13",2008,1,"January",389264,0.642195303128241
"2008-01-14",2008,1,"January",454168,0.7607016102895106
"2008-01-15",2008,1,"January",473916,0.8679062860509971
"2008-01-16",2008,1,"January",474639,0.7612449452424599
"2008-01-17",2008,1,"January",456261,0.6066879736918225
"2008-01-18",2008,1,"January",443842,0.6007195501720562
"2008-01-19",2008,1,"January",442728,0.7738388382665808
"2008-01-20",2008,1,"January",482394,0.6109740807034765
"2008-01-21",2008,1,"January",508562,0.6392001331310638
"2008-01-22",2008,1,"January",481382,0.7081500648319563
"2008-01-23",2008,1,"January",475369,0.8635115220455101
"2008-01-24",2008,1,"January",500733,0.8889984031646823
"2008-01-25",2008,1,"January",512328,0.6671885168903019
"2008-01-26",2008,1,"January",443825,0.8846178106067288
"2008-01-27",2008,1,"January",412040,0.6815218378267294
"2008-01-28",2008,1,"January",451902,0.6216150676157636
"2008-01-29",2008,1,"January",426881,0.8322986266124172
"2008-01-30",2008,1,"January",464454,0.7406871860787066
"2008-01-31",2008,1,"January",485873,0.6058455242472884
"2008-02-01",2008,1,"February",451598,0.6226254384013398
"2008-02-02",2008,1,"February",411443,0.6474936464776766
"2008-02-03",2008,1,"February",392433,0.671741243105341
"2008-02-04",2008,1,"February",413980,0.7424654236309727
"2008-02-05",2008,1,"February",393523,0.6067139762231446
"2008-02-06",2008,1,"February",393195,0.6291833204270283
"2008-02-07",2008,1,"February",430400,0.8088605900263962
"2008-02-08",2008,1,"February",424224,0.7950004290607905
"2008-02-09",2008,1,"February",388675,0.877827157552233
"2008-02-10",2008,1,"February",422592,0.7043529064989053
"2008-02-11",2008,1,"February",499943,0.6447022870480345
"2008-02-12",2008,1,"February",481055,0.6093343565731265
"2008-02-13",2008,1,"February",470345,0.7925523772773823
"2008-02-14",2008,1,"February",473833,0.7926920249952558
"2008-02-15",2008,1,"February",437399,0.8343787740369267
"2008-02-16",2008,1,"February",395031,0.7932448855247067
"2008-02-17",2008,1,"February",371008,0.8984968301193395
"2008-02-18",2008,1,"February",421018,0.8637236105831735
"2008-02-19",2008,1,"February",473830,0.8713367591988144
"2008-02-20",2008,1,"February",474279,0.7110324285515769
"2008-02-21",2008,1,"February",488068,0.6476664557475298
"2008-02-22",2008,1,"February",453209,0.7689328029292364
"2008-02-23",2008,1,"February",412311,0.7382361267560529
"2008-02-24",2008,1,"February",413711,0.7531490652305456
"2008-02-25",2008,1,"February",441733,0.6848448313701757
"2008-02-26",2008,1,"February",445298,0.7488958384514346
